"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
16364,6/30/2019 0:00:00,8563,"936686","1","PROVIDENT","DOVER","DE",,10,"19904",1,1,9998,"","401 S NEW STREET","1 ","I",3,1964,"49  ",0,7/22/1964 0:00:00,3,0
16367,6/30/2019 0:00:00,8565,"599081","1","COMANCHE COUNTY","LAWTON","OK",,40,"73502",31,4,4200,"","PO BOX 143","2 ","C",5,1964,"36  ",1,1/1/1964 0:00:00,3,0
16373,6/30/2019 0:00:00,8569,"786984","1","WINDTHORST","WINDTHORST","TX",,48,"76389",9,13,9998,"","PO BOX 127","2 ","C",2,1964,"66  ",1,1/1/1964 0:00:00,4,0
16383,6/30/2019 0:00:00,8575,"789583","1","NEW ENGLAND LEE","BOSTON","MA",,25,"02112-0226",25,7,1120,"","PO BOX 120226","1 ","B",9,1964,"03  ",0,1/1/1964 0:00:00,2,0
16400,6/30/2019 0:00:00,8584,"605085","1","AGRICULTURE","MERRIFIELD","VA",,51,"22116",1,1,8840,"","P.O. BOX 2225","1 ","T",6,1934,"36  ",1,8/11/1964 0:00:00,5,0
16401,6/30/2019 0:00:00,8585,"692085","1","POLICE","UPPER MARLBORO","MD",,24,"20772",33,4,8840,"","9100 PRESIDENTIAL PARKWAY","1 ","T",6,1935,"06  ",0,1/1/1964 0:00:00,5,0
16402,6/30/2019 0:00:00,8586,"939285","1","U S POSTAL SERVICE","CLINTON","MD",,24,"20735",33,5,8840,"","7905 MALCOLM ROAD, SUITE 311","1 ","C",3,1934,"36  ",1,1/1/1964 0:00:00,5,0
16408,6/30/2019 0:00:00,8590,"940580","1","NYMEO","FREDERICK","MD",,24,"21703",21,6,8840,"","5210 CHAIRMANS CT","1 ","T",6,1964,"00  ",1,1/1/1964 0:00:00,5,0
16410,6/30/2019 0:00:00,8591,"756389","1","DEPARTMENT OF COMMERCE","WASHINGTON","DC",,11,"20044",1,1,8840,"","P.O. BOX 14720","1 ","T",2,1964,"36  ",1,1/1/1964 0:00:00,6,0
16411,6/30/2019 0:00:00,8592,"793487","1","DC","Washington","DC",,11,"20009-4473",1,1,8840,"REEVES CENTER - 2ND FLOOR","2000 14th Steet NW","1 ","T",5,1954,"36  ",1,1/1/1964 0:00:00,4,0
16416,6/30/2019 0:00:00,8595,"880480","1","ADVANTAGE FINANCIAL","WASHINGTON","DC",,11,"20004-1146",1,1,8840,"","1319 F ST NW STE 500","1 ","T",4,1964,"36  ",1,1/1/1964 0:00:00,5,0
16429,6/30/2019 0:00:00,8604,"797681","1","LOCAL 20 IBEW","GRAND PRAIRIE","TX",,48,"75050",113,33,1920,"","688 W TARRANT RD","2 ","N",4,1964,"98  ",1,1/1/1964 0:00:00,2,0
16435,6/30/2019 0:00:00,8608,"694182","1","FIRST NESHOBA","Philadelphia","MS",,28,"39350",99,3,3560,"","P.O. Box 685","2 ","M",9,1964,"00  ",1,1/1/1964 0:00:00,3,0
16437,6/30/2019 0:00:00,8609,"798183","1","JOLIET MUNICIPAL EMPLOYEES","JOLIET","IL",,17,"60432",197,11,3690,"","818 E CASS ST","3 ","A",8,1964,"06  ",0,9/17/1964 0:00:00,2,0
16444,6/30/2019 0:00:00,8612,"611086","1","RUSHMORE ELECTRIC","RAPID CITY","SD",,46,"57701",103,1,6660,"","1715 CAMBELL ST","3 ","D",8,1964,"23  ",1,1/1/1964 0:00:00,3,0
16449,6/30/2019 0:00:00,8615,"799788","1","NORTHEAST MISSISSIPPI","Amory","MS",,28,"38821",95,1,9998,"","101 3rd Ave S","2 ","J",1,1964,"49  ",1,1/1/1964 0:00:00,2,0
16453,6/30/2019 0:00:00,8617,"696289","1","SCHOOL DISTRICT 218 EMPLOYEES","OAK LAWN","IL",,17,"60453",31,3,1600,"","4625 W 107TH STREET","3 ","A",3,1964,"04  ",0,10/2/1964 0:00:00,3,0
16467,6/30/2019 0:00:00,8622,"802080","1","BAY RIDGE LODGE NO 632","Marlboro","NJ",,34,"07746-1779",25,6,5190," ","66 Caldwell Ter","1 ","E",7,1964,"02  ",0,1/1/1964 0:00:00,1,0
16473,6/30/2019 0:00:00,8625,"697884","1","CTA - C AND M","Oak Park","IL",,17,"60301-1137",31,7,1600,"","1011 Lake St Ste 217","3 ","A",5,1964,"22  ",1,10/14/1964 0:00:00,1,0
16476,6/30/2019 0:00:00,8627,"945286","1","NUVISTA","MONTROSE","CO",,8,"81402",85,3,9998,"","PO BOX 1085","3 ","F",9,1964,"66  ",1,1/1/1964 0:00:00,4,0
16479,6/30/2019 0:00:00,8629,"804187","1","FOUR SEASONS","OPELIKA","AL",,1,"36801-6127",81,3,9998,"","2915 PEPPERELL PKWY","2 ","M",11,1964,"44  ",1,1/1/1964 0:00:00,4,0
16500,6/30/2019 0:00:00,8637,"806284","1","ACIPCO","BIRMINGHAM","AL",,1,"35202",73,7,1000,"","PO BOX 2727","2 ","M",2,1964,"12  ",0,1/1/1964 0:00:00,5,0
16520,6/30/2019 0:00:00,8653,"808381","1","TVA MID-SOUTH","Memphis","TN",,47,"38101",157,9,4920,"","PO Box 918","2 ","J",7,1964,"23  ",1,1/1/1964 0:00:00,2,0
16525,6/30/2019 0:00:00,8657,"622886","1","MOUNT CARMEL BAPTIST","Philadelphia","PA",,42,"19139",101,2,6160,"","5732 Race St","1 ","I",3,1964,"01  ",1,1/1/1964 0:00:00,1,0
16537,6/30/2019 0:00:00,8665,"949480","1","WOODCO","PERRYSBURG","OH",,39,"43552",173,5,8400,"","PO BOX 247","1 ","H",7,1964,"04  ",0,12/25/1964 0:00:00,2,0
16547,6/30/2019 0:00:00,8670,"627582","1","SAN FRANCISCO LEE","SAN FRANCISCO","CA",,6,"94108",75,12,7360,"","915 GRANT AVE","3 ","L",6,1964,"03  ",1,1/1/1964 0:00:00,3,0
16556,6/30/2019 0:00:00,8675,"890685","1","SOLUTIONS FIRST","ENTERPRISE","AL",,1,"36331",31,2,2180,"","PO BOX 311990","2 ","M",2,1964,"00  ",1,1/1/1964 0:00:00,3,0
16568,6/30/2019 0:00:00,8682,"703888","1","MILLER TRANSPORTERS","JACKSON","MS",,28,"39215",49,2,3560,"","P. O. BOX 1123","2 ","M",9,1956,"22  ",1,1/1/1964 0:00:00,2,0
16570,6/30/2019 0:00:00,8683,"631486","1","LOS ANGELES LEE","Los Angeles","CA",,6,"90012",37,34,4480,"","964 N Hill St","3 ","N",4,1964,"03  ",1,1/1/1964 0:00:00,1,0
16571,6/30/2019 0:00:00,8684,"952882","1","L.A. HEALTHCARE","LOS ANGELES","CA",,6,"90017",37,34,4480,"","PO BOX 17159","3 ","P",2,1964,"51  ",1,1/1/1964 0:00:00,3,0
16574,6/30/2019 0:00:00,8685,"630984","1","PATRIOT","CHAMBERSBURG","PA",,42,"17201-3810",55,13,9998,"","P.O. BOX 778","1 ","N",8,1965,"00  ",1,1/1/1965 0:00:00,6,0
16577,6/30/2019 0:00:00,8687,"769183","1","UNITED POLES","PERTH AMBOY","NJ",,34,"08861",23,6,5015,"","412 NEW BRUNSWICK AVE","1 ","D",4,1965,"98  ",0,1/1/1965 0:00:00,3,0
16584,6/30/2019 0:00:00,8691,"953384","1","FAIRLEIGH DICKINSON UNIVERSITY","MADISON","NJ",,34,"07940",27,11,5640,"","12 MAIN ST. STE.4","1 ","D",2,1965,"34  ",0,1/1/1965 0:00:00,3,0
16590,6/30/2019 0:00:00,8693,"820383","1","TWIN STATES","Columbus","MS",,28,"39702-9677",87,1,9998,"","59 Yorkville Park Sq","2 ","J",4,1965,"49  ",1,1/1/1965 0:00:00,2,0
16605,6/30/2019 0:00:00,8702,"635680","1","HOPEWELL CHEMICAL","HOPEWELL","VA",,51,"23860",670,4,6760,"","PO BOX 449","1 ","S",7,1965,"40  ",0,1/1/1965 0:00:00,3,0
16614,6/30/2019 0:00:00,8710,"894889","1","NATCO EMPLOYEES","WEST WARWICK","RI",,44,"02893",3,2,6480,"","155 BROOKSIDE AVE","1 ","A",5,1965,"15  ",0,1/1/1965 0:00:00,1,0
16619,6/30/2019 0:00:00,8714,"640086","1","FINANCIAL PARTNERS","WOODBURN","IN",,18,"46797",3,3,2760,"","22440 MAIN ST, PO BOX 125","2 ","L",10,1965,"00  ",0,1/25/1965 0:00:00,3,0
16624,6/30/2019 0:00:00,8716,"708584","1","WEST YORK AREA SCHOOL DIST EM","YORK","PA",,42,"17404-5465",133,10,9280,"","1701 W MARKET ST","1 ","C",7,1965,"04  ",0,1/1/1965 0:00:00,2,0
16626,6/30/2019 0:00:00,8717,"895381","1","HERITAGE","NEWBURGH","IN",,18,"47629",173,8,2440,"","PO BOX 189","2 ","K",2,1965,"00  ",1,1/29/1965 0:00:00,6,0
16636,6/30/2019 0:00:00,8722,"826684","1","PENN HILLS MUNICIPAL","Pittsburgh","PA",,42,"15235-3219",3,14,6280," ","102 Duff Rd","1 ","O",1,1965,"06  ",0,1/1/1965 0:00:00,2,0
16655,6/30/2019 0:00:00,8731,"641681","1","S C I","Florence","SC",,45,"29502",41,7,2655,"","P.O. Box 3258","2 ","D",8,1965,"15  ",0,1/1/1965 0:00:00,3,0
16657,6/30/2019 0:00:00,8733,"959685","1","LANCO","LANCASTER","PA",,42,"17601",71,11,4000,"","349 W ROSEVILLE RD","1 ","F",9,1965,"00  ",0,1/1/1965 0:00:00,4,0
16672,6/30/2019 0:00:00,8741,"646387","1","COBBLESTONE COUNTRY","ALBION","NY",,36,"14411",73,27,6840,"","299 WEST AVE","1 ","M",6,1965,"00  ",1,1/1/1965 0:00:00,3,0
16682,6/30/2019 0:00:00,8746,"833187","1","S T O F F E","SOLON","OH",,39,"44139-1831",35,14,1680,"","5750 HARPER RD","1 ","O",2,1965,"15  ",1,3/5/1965 0:00:00,2,0
16699,6/30/2019 0:00:00,8754,"961482","1","BILOXI TEACHERS","Biloxi","MS",,28,"39533",47,4,920," ","PO Box 168","2 ","M",1,1965,"34  ",0,1/1/1965 0:00:00,3,0
16702,6/30/2019 0:00:00,8756,"648484","1","YOUR HOMETOWN","MAYFIELD","KY",,21,"42066",83,1,9998,"","2338 STATE ROUTE 45 N","2 ","K",7,1965,"00  ",1,1/1/1965 0:00:00,3,0
16706,6/30/2019 0:00:00,8758,"836889","1","N A E","Chesapeake","VA",,51,"23320-5038",550,3,5720,"","755 Battlefield Blvd N","1 ","S",9,1965,"00  ",0,1/1/1965 0:00:00,5,0
16728,6/30/2019 0:00:00,8770,"651886","1","PINN MEMORIAL","PHILADELPHIA","PA",,42,"19131-2321",101,2,6160,"","2251 N 54TH ST","1 ","I",3,1965,"01  ",1,1/1/1965 0:00:00,1,0
16732,6/30/2019 0:00:00,8771,"902980","1","WEATHERHEAD C C","Columbia City","IN",,18,"46725",183,3,2760,"","POB 431","2 ","L",1,1965,"00  ",0,3/26/1965 0:00:00,3,0
16746,6/30/2019 0:00:00,8777,"964081","1","LEHIGH COUNTY EMPLOYEES","Allentown","PA",,42,"18101",77,7,240,"","455 Hamilton Street","1 ","I",6,1965,"06  ",0,1/1/1965 0:00:00,3,0
16754,6/30/2019 0:00:00,8783,"654485","1","FOUR CORNERS","KIRTLAND","NM",,35,"87417",45,3,9998,"","16 ROAD 6500","3 ","F",6,1965,"00  ",1,1/1/1965 0:00:00,3,0
16755,6/30/2019 0:00:00,8784,"351382","1","SSMOK EMPLOYEES","OKLAHOMA CITY","OK",,40,"73146",109,5,5880,"","PO BOX 60347","2 ","C",6,1965,"51  ",1,1/1/1965 0:00:00,2,0
16756,6/30/2019 0:00:00,8785,"350880","1","VALLEY ONE COMMUNITY","Steubenville","OH",,39,"43952",81,6,8080,"","2990 Johnson Rd","1 ","O",2,1965,"00  ",1,4/8/1965 0:00:00,3,0
16769,6/30/2019 0:00:00,8793,"355586","1","DELAWARE RIVER & BAY AUTH EMP","NEW CASTLE","DE",,10,"19720",3,0,9160,"","PO BOX 71","1 ","I",5,1965,"14  ",0,4/14/1965 0:00:00,2,0
16770,6/30/2019 0:00:00,8794,"293389","1","MUW EMPLOYEES","COLUMBUS","MS",,28,"39701",87,0,9998,"","1100 COLLEGE STREET","2 ","J",4,1965,"34  ",1,1/1/1965 0:00:00,2,0
16773,6/30/2019 0:00:00,8796,"292887","1","COPPER BASIN","Copperhill","TN",,47,"37317",139,3,9998,"","771 Ocoee Street","2 ","K",9,1965,"00  ",1,1/1/1965 0:00:00,3,0
16785,6/30/2019 0:00:00,8802,"359780","1","ADVANCED FINANCIAL","NEW PROVIDENCE","NJ",,34,"07974",39,7,5640,"","785 CENTRAL AVE","1 ","F",5,1965,"00  ",0,1/1/1965 0:00:00,4,0
16790,6/30/2019 0:00:00,8805,"301480","1","UNION BAPTIST GREENBURGH","WHITE PLAINS","NY",,36,"10607",119,17,5600,"","31 MANHATTAN AVE","1 ","K",5,1965,"54  ",1,1/1/1965 0:00:00,1,0
16805,6/30/2019 0:00:00,8813,"306186","1","EAST ALLEN","NEW HAVEN","IN",,18,"46774",3,3,2760,"","502 HENRY ST, PO BOX 557","2 ","L",1,1965,"00  ",0,5/13/1965 0:00:00,3,0
16813,6/30/2019 0:00:00,8818,"308283","1","CAPROCK","LAMESA","TX",,48,"79331",115,11,9998,"","PO BOX 300","2 ","N",5,1965,"00  ",1,1/1/1965 0:00:00,3,0
16820,6/30/2019 0:00:00,8823,"310080","1","LOUVAH","LOUISVILLE","KY",,21,"40206",111,3,4520,"","VA MEDICAL CENTER, 800 ZORN AVE","2 ","K",4,1965,"21  ",0,1/1/1965 0:00:00,2,0
16834,6/30/2019 0:00:00,8830,"314284","1","TOWN OF PALM BEACH","WEST PALM BEACH","FL",,12,"33401",99,21,8960,"","951 OKEECHOBEE RD STE B","2 ","A",4,1965,"06  ",1,1/1/1965 0:00:00,2,0
16858,6/30/2019 0:00:00,8845,"378585","1","NEW PILGRIM","BIRMINGHAM","AL",,1,"35211",73,7,1000,"","641 GOLDWIRE WAY SW","2 ","M",10,1965,"01  ",1,1/1/1965 0:00:00,1,0
16893,6/30/2019 0:00:00,8861,"327088","1","NEWRIZONS","HOQUIAM","WA",,53,"98550",27,6,9998,"","120 FIRMAN AVE","3 ","I",10,1965,"49  ",1,6/28/1965 0:00:00,3,0
16933,6/30/2019 0:00:00,8884,"972189","1","PARKS HERITAGE","GLENS FALLS","NY",,36,"12801",113,21,2975,"","5 MURRAY ST","1 ","J",6,1965,"21  ",1,1/1/1965 0:00:00,3,0
16946,6/30/2019 0:00:00,8891,"396888","1","UARK","Fayetteville","AR",,5,"72703",143,3,2580,"","P. O. Box 10260","2 ","J",6,1965,"34  ",1,1/1/1965 0:00:00,4,0
16947,6/30/2019 0:00:00,8892,"337283","1","K I T","Louisville","KY",,21,"40223",111,3,4520,"","9711 Linn Station Rd","2 ","K",3,1965,"98  ",1,1/1/1965 0:00:00,3,0
16951,6/30/2019 0:00:00,8894,"976383","1","CONSUMERS","BROOKLYN","NY",,36,"11224-4559",47,8,5600,"","425 NEPTUNE AVENUE","1 ","L",1,1965,"98  ",1,1/1/1965 0:00:00,4,0
16954,6/30/2019 0:00:00,8896,"975881","1","20TH CENTURY FOX","LOS ANGELES","CA",,6,"90064",37,37,4480,"","PO BOX 641849","3 ","P",5,1965,"53  ",0,1/1/1965 0:00:00,3,0
16979,6/30/2019 0:00:00,8907,"981882","1","LOCAL 606 ELECTRICAL WORKERS","ORLANDO","FL",,12,"32803-2530",95,7,5960,"","820 VIRGINIA DR","2 ","A",1,1965,"02  ",1,1/1/1965 0:00:00,2,0
16989,6/30/2019 0:00:00,8914,"984481","1","SOUTH CHARLESTON EMPLOYEES","South Charlesto","WV",,54,"25303",39,2,1480,"","515 3rd Ave Ste 200","1 ","P",4,1965,"98  ",0,9/15/1965 0:00:00,3,0
16993,6/30/2019 0:00:00,8917,"987080","1","PEOPLES","Nitro","WV",,54,"25143-2313",39,2,1480,"","419 1st Ave S","1 ","P",4,1965,"00  ",1,9/17/1965 0:00:00,4,0
17012,6/30/2019 0:00:00,8924,"343284","1","PROFED","FORT WAYNE","IN",,18,"46895-5466",3,3,2760,"","PO BOX 5466","2 ","L",3,1933,"00  ",0,9/29/1965 0:00:00,5,0
17014,6/30/2019 0:00:00,8925,"988685","1","PENN-TRAFFORD SCHOOL EMP.","Trafford","PA",,42,"15085",129,0,6280,"","558B State Route 130","1 ","O",1,1965,"04  ",0,1/1/1965 0:00:00,2,0
17017,6/30/2019 0:00:00,8928,"990482","1","COCA-COLA","ATLANTA","GA",,13,"30301",121,5,520,"C/O COCA COLA CO","P. O. BOX 1734","2 ","D",5,1965,"15  ",0,1/1/1965 0:00:00,5,0
17023,6/30/2019 0:00:00,8931,"995188","1","DISTRICT 123","OAK LAWN","IL",,17,"60453",31,3,1600,"","4201 W 93RD ST","3 ","A",2,1965,"04  ",0,10/5/1965 0:00:00,2,0
17040,6/30/2019 0:00:00,8940,"998880","1","BAR-CONS","COLUMBUS","IN",,18,"47201",5,6,9998,"","1142 N MARR RD","2 ","L",2,1965,"34  ",0,10/15/1965 0:00:00,3,0
17057,6/30/2019 0:00:00,8949,"70786","1","WEST VIRGINIA","South Charlesto","WV",,54,"25303-1240",39,2,1480,"","318 5th Ave","1 ","P",10,1965,"00  ",1,10/26/1965 0:00:00,5,0
17067,6/30/2019 0:00:00,8954,"228886","1","OUR MOTHER OF MERCY PARISH HOUSTON","Houston","TX",,48,"77020",201,18,3360,"","4000 Sumpter St. Suite A","2 ","E",1,1965,"54  ",1,1/1/1965 0:00:00,2,0
17100,6/30/2019 0:00:00,8972,"233282","1","ALLIED","ARLINGTON","TX",,48,"76018-1642",439,6,2800,"","200 SE GREEN OAKS BLVD","2 ","N",1,1965,"00  ",0,1/1/1965 0:00:00,4,0
17105,6/30/2019 0:00:00,8976,"234887","1","PEAR ORCHARD","BEAUMONT","TX",,48,"77705-3022",245,14,840,"","3390 SARAH ST","2 ","E",9,1965,"54  ",1,1/1/1965 0:00:00,1,0
17107,6/30/2019 0:00:00,8977,"414081","1","UKRAINIAN NATIONAL","NEW YORK","NY",,36,"10276",61,12,5600,"","PO BOX 160, COOPER STATION","1 ","K",6,1965,"54  ",1,11/22/1965 0:00:00,5,0
17112,6/30/2019 0:00:00,8978,"415686","1","NORWOOD TOWN EMPLOYEES","NORWOOD","MA",,25,"02062-4330",21,8,1120,"","PO BOX 340","1 ","B",4,1965,"06  ",0,1/1/1965 0:00:00,2,0
17117,6/30/2019 0:00:00,8981,"476285","1","R.I.A.","Rock Island","IL",,17,"61204-4750",163,2,1960,"C/O LARRY COVERSTONE","PO Box 4750","3 ","A",6,1935,"35  ",0,11/24/1965 0:00:00,5,0
17126,6/30/2019 0:00:00,8985,"135582","1","EAGLE CAN EMPLOYEES","Wellsburg","WV",,54,"26070",9,1,8080,"","2400 Charles St","1 ","P",1,1965,"15  ",1,12/2/1965 0:00:00,1,0
17127,6/30/2019 0:00:00,8986,"74980","1","TRUGROCER","BOISE","ID",,16,"83707",1,2,1080,"","P. O. BOX 8145","3 ","H",5,1965,"24  ",1,1/1/1965 0:00:00,5,0
17136,6/30/2019 0:00:00,8991,"239583","1","MT PLEASANT AREA SCHOOL EMP","MOUNT PLEASANT","PA",,42,"15666-1110",129,18,6280,"","505 N CHURCH ST","1 ","O",7,1965,"04  ",1,1/1/1965 0:00:00,2,0
17142,6/30/2019 0:00:00,8995,"240888","1","ST. JAMES HOSPITAL EMPLOYEES","Olympia Fields","IL",,17,"60461",31,2,1600,"","20201 Crawford Ave","3 ","A",10,1965,"21  ",0,12/10/1965 0:00:00,3,0
17154,6/30/2019 0:00:00,9002,"417783","1","SEMINOLE PUBLIC SCHOOLS","Seminole","TX",,48,"79360",165,19,9998,"","207 SW 6th St","2 ","N",1,1965,"04  ",0,1/1/1965 0:00:00,2,0
17164,6/30/2019 0:00:00,9010,"243487","1","VICTOR VALLEY","Victorville","CA",,6,"92395",71,8,6780,"","15445 8th St","3 ","N",1,1966,"00  ",1,1/1/1966 0:00:00,2,0
17218,6/30/2019 0:00:00,9046,"254184","1","INTEGRIS","OKLAHOMA CITY","OK",,40,"73112",109,5,5880,"","2525 NW EXPRESSWAY STE 108","2 ","C",5,1966,"51  ",1,1/1/1966 0:00:00,3,0
17224,6/30/2019 0:00:00,9049,"253682","1","MED5","Rapid City","SD",,46,"57701",103,1,6660,"","625 Flormann St","3 ","D",5,1966,"00  ",1,1/1/1966 0:00:00,4,0
17232,6/30/2019 0:00:00,9054,"256281","1","LASSEN COUNTY","SUSANVILLE","CA",,6,"96130",35,1,9998,"","2605 RIVERSIDE DR","3 ","K",8,1966,"00  ",0,1/1/1966 0:00:00,4,0
17243,6/30/2019 0:00:00,9057,"486480","1","ASSUMPTION BEAUMONT","LUMBERTON","TX",,48,"77657",199,36,840,"","930 BRYAN LN","2 ","E",7,1966,"01  ",1,1/1/1966 0:00:00,1,0
17250,6/30/2019 0:00:00,9063,"146289","1","CO-NE","JULESBURG","CO",,8,"80737",115,4,9998,"","113 CEDAR ST","3 ","E",6,1966,"00  ",1,1/1/1966 0:00:00,2,0
17253,6/30/2019 0:00:00,9066,"1016389","1","ILA 1351","La Porte","TX",,48,"77571",201,36,3360,"","10920 Spencer Hwy","2 ","E",7,1966,"03  ",0,1/1/1966 0:00:00,3,0
17254,6/30/2019 0:00:00,9067,"549189","1","FANNIN","BONHAM","TX",,48,"75418",147,4,9998,"","1737 N STATE HIGHWAY 121","2 ","C",4,1966,"00  ",1,1/1/1966 0:00:00,3,0
17269,6/30/2019 0:00:00,9074,"147884","1","HOLY TRINITY BAPTIST","Philadelphia","PA",,42,"19146-1807",101,2,6160," ","1818 Bainbridge St","1 ","I",3,1966,"01  ",1,1/1/1966 0:00:00,1,0
17311,6/30/2019 0:00:00,9097,"553083","1","DEMOPOLIS","DEMOPOLIS","AL",,1,"36732",91,7,9998,"","PO BOX 727","2 ","M",10,1966,"00  ",1,1/1/1966 0:00:00,1,0
17323,6/30/2019 0:00:00,9105,"89881","1","LUZERNE COUNTY","Wilkes Barre","PA",,42,"18711",79,8,0," ","200 N. River Street","1 ","F",1,1966,"36  ",1,1/1/1966 0:00:00,3,0
17327,6/30/2019 0:00:00,9108,"269085","1","LAN-FAIR","LANCASTER","OH",,39,"43130-9669",45,15,1840,"","926 PRESTIGE BLVD","1 ","G",1,1966,"34  ",1,3/23/1966 0:00:00,4,0
17330,6/30/2019 0:00:00,9111,"555180","1","WESTERN CONNECTICUT","Bethel","CT",,9,"06801",1,5,1930," ","2 Stony Hill Rd Ste 100","1 ","A",1,1966,"00  ",0,1/1/1966 0:00:00,3,0
17331,6/30/2019 0:00:00,9112,"4688","1","S AND J SCHOOL EMPLOYEES","Wintersville","OH",,39,"43953",81,6,8080,"","PO Box 2161","1 ","O",7,1966,"34  ",1,3/25/1966 0:00:00,2,0
17334,6/30/2019 0:00:00,9115,"494588","1","MORTON WEEKS","LYDIA","LA",,22,"70569",45,3,9998,"","PO BOX 456","2 ","I",5,1966,"49  ",1,1/1/1966 0:00:00,2,0
17335,6/30/2019 0:00:00,9116,"91688","1","ILLINOIS STATE POLICE","Springfield","IL",,17,"62703",167,13,7880,"","730 Engineering Ave","3 ","A",9,1966,"06  ",0,3/24/1966 0:00:00,4,0
17339,6/30/2019 0:00:00,9119,"272487","1","A H E PLANT 3","WINCHESTER","IN",,18,"47394",135,6,9998,"","720 W FRANKLIN ST","2 ","L",4,1966,"49  ",1,3/25/1966 0:00:00,2,0
17358,6/30/2019 0:00:00,9130,"274584","1","GOOD COUNSEL","Brooklyn","NY",,36,"11221",47,8,5600,"","915 Putnam Ave","1 ","L",7,1966,"01  ",1,1/1/1966 0:00:00,1,0
17361,6/30/2019 0:00:00,9131,"496685","1","MUSICIANS","ARLINGTON","TX",,48,"76011-7802",439,33,2800,"","1939 STADIUM OAKS CT STE 110","2 ","N",3,1966,"03  ",1,1/1/1966 0:00:00,1,0
17362,6/30/2019 0:00:00,9132,"7287","1","LINCOLN MAINE","LINCOLN","ME",,23,"04457",19,2,9998,"","171 W BROADWAY, PO BOX220","1 ","U",3,1966,"00  ",1,1/1/1966 0:00:00,4,0
17371,6/30/2019 0:00:00,9135,"277183","1","SMMH","Pittsburgh","PA",,42,"15215",3,14,6280," ","815 Freeport Road","1 ","O",1,1966,"21  ",0,1/1/1966 0:00:00,2,0
17372,6/30/2019 0:00:00,9136,"497187","1","LOCKPORT SCHOOLS","LOCKPORT","NY",,36,"14094-4848",63,27,5700,"","360 S TRANSIT ST","1 ","M",4,1966,"34  ",0,1/1/1966 0:00:00,3,0
17389,6/30/2019 0:00:00,9147,"279280","1","ALLEGIUS","Burns Harbor","IN",,18,"46304",127,1,2960,"","244 Allegius Dr","2 ","L",7,1966,"98  ",0,4/15/1966 0:00:00,5,0
17395,6/30/2019 0:00:00,9150,"437080","1","IRCO COMMUNITY","Phillipsburg","NJ",,34,"08865",41,7,240," ","450 Hillcrest Blvd","1 ","D",2,1966,"00  ",0,1/1/1966 0:00:00,4,0
17396,6/30/2019 0:00:00,9151,"193582","1","CONCORDIA PARISH SCHOOL EMP","FERRIDAY","LA",,22,"71334",29,5,9998,"","P O BOX 1525","2 ","I",5,1966,"34  ",1,1/1/1966 0:00:00,2,0
17398,6/30/2019 0:00:00,9152,"559384","1","MAINE HIGHLANDS","DEXTER","ME",,23,"04930",19,2,9998,"","PO BOX 233","1 ","U",3,1966,"66  ",1,1/1/1966 0:00:00,5,0
17411,6/30/2019 0:00:00,9161,"194084","1","DIVERSIFIED GENERAL","LOGANSPORT","IN",,18,"46947",17,4,9998,"","631 E BROADWAY","2 ","L",7,1966,"42  ",1,4/27/1966 0:00:00,3,0
17415,6/30/2019 0:00:00,9165,"159083","1","BOURNS EMPLOYEES","RIVERSIDE","CA",,6,"92507",65,41,6780,"","1200 COLUMBIA AVE","3 ","N",5,1966,"98  ",1,1/1/1966 0:00:00,4,0
17429,6/30/2019 0:00:00,9171,"562786","1","VISIONS","ENDICOTT","NY",,36,"13760",7,22,960,"","24 MCKINLEY AVE","1 ","K",7,1966,"66  ",1,5/6/1966 0:00:00,6,0
17436,6/30/2019 0:00:00,9175,"287388","1","MAINE SOLUTIONS","SOUTH PORTLAND","ME",,23,"04116-9421",5,1,6400,"","405 WESTERN AVENUE #515, P.O. BOX 9","1 ","U",9,1966,"00  ",0,1/1/1966 0:00:00,3,0
17437,6/30/2019 0:00:00,9176,"286886","1","STOUGHTON TOWN EMPLOYEES","Stoughton","MA",,25,"02072-2364",21,8,1200," ","10 Pearl St","1 ","B",6,1966,"06  ",0,1/1/1966 0:00:00,2,0
17449,6/30/2019 0:00:00,9179,"161983","1","WAYNE COUNTY COMMUNITY","SMITHVILLE","OH",,39,"44677",169,16,9998,"","PO BOX 214","1 ","O",2,1966,"00  ",0,5/16/1966 0:00:00,3,0
17454,6/30/2019 0:00:00,9180,"563288","1","RICHMOND LIGHT EMPLOYEES","Richmond","IN",,18,"47375-0908",177,6,9998,"","P.O. Box 908","2 ","L",4,1954,"23  ",1,5/17/1966 0:00:00,1,0
17456,6/30/2019 0:00:00,9181,"100281","1","I W U","Bloomington","IL",,17,"61701-1773",113,13,1040,"ILLINOIS WESLEYAN UNIVERSITY","1312 Park St","3 ","A",11,1966,"04  ",0,5/18/1966 0:00:00,2,0
17464,6/30/2019 0:00:00,9187,"442589","1","PEOPLES ADVANTAGE","PETERSBURG","VA",,51,"23805-9303",730,4,6760,"","P O BOX 3180","1 ","S",2,1966,"00  ",1,1/1/1966 0:00:00,4,0
