"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
24290,6/30/2019 0:00:00,14417,"UNIVERSITY OF PENNSYLVANIA STUDENTS",6840,10/30/2018 0:00:00,10000,"Other","Office of Credit Union Resources and Expansion","Program Grant"
24293,6/30/2019 0:00:00,14420,"RHEEM ARKANSAS",6553,5/22/2018 0:00:00,1750,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",3781,1/30/2014 0:00:00,5000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",4136,7/9/2015 0:00:00,41708,"National Federation of Community Development CUs",,"Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",4962,2/19/2015 0:00:00,3500,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",4963,3/1/2015 0:00:00,9000,"National Federation of Community Development CUs",,"Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",4976,9/15/2015 0:00:00,20000,"Other","Pathways to Financial Empowerment","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",4977,5/21/2015 0:00:00,3143,"Other","City of Del Rio / DRHA","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5217,5/13/2016 0:00:00,3225,"Other","City of Del Rio / DRHA","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5218,2/15/2016 0:00:00,3500,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5389,8/31/2016 0:00:00,10000,"National Federation of Community Development CUs",,"Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5390,7/20/2016 0:00:00,38200,"Other","Department of Housing and Urban Development (HUD)","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5748,3/1/2017 0:00:00,5000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",5886,1/31/2017 0:00:00,2500,"Other","City of Del Rio / DRHA","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",6068,9/19/2017 0:00:00,17000,"Other","Consulado de Mexico","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",6069,8/10/2017 0:00:00,44320,"Other","Department of Housing and Urban Development (HUD)","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",6418,2/1/2018 0:00:00,776500,"Community Development Financial Institutions Fund",,"Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",6419,1/31/2018 0:00:00,3000,"Other","City of Del Rio / DRHA","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",6420,1/26/2018 0:00:00,5000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",7211,4/29/2019 0:00:00,5000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24304,6/30/2019 0:00:00,14430,"BORDER",7212,4/20/2019 0:00:00,3225,"Other","City of Del Rio / DRHA","Program Grant"
24336,6/30/2019 0:00:00,14460,"FIRST MIAMI UNIVERSITY STUDENT",498,8/2/2011 0:00:00,5000,"NCUA Technical Assistance Program",,"Not Collected"
24350,6/30/2019 0:00:00,14474,"CENTRAL OKLAHOMA",4266,2/6/2015 0:00:00,1750,"National Credit Union Foundation",,"Program Grant"
24350,6/30/2019 0:00:00,14474,"CENTRAL OKLAHOMA",6250,8/30/2017 0:00:00,7500,"NCUA Technical Assistance Program",,"Program Grant"
24358,6/30/2019 0:00:00,14482,"ST. PAUL",3659,10/21/2013 0:00:00,5000,"Other","MN CU Foundation","Program Grant"
24362,6/30/2019 0:00:00,14486,"AFFINITY PLUS",5922,4/3/2017 0:00:00,18000,"National Credit Union Foundation",,"Program Grant"
24390,6/30/2019 0:00:00,17946,"TRUSERVICE COMMUNITY",4937,11/6/2015 0:00:00,2000,"Other","Cornerstone Credit Union League","Program Grant"
24390,6/30/2019 0:00:00,17946,"TRUSERVICE COMMUNITY",5055,2/22/2016 0:00:00,2500,"Other","Cornerstone Credit Union League Foundation","Program Grant"
24390,6/30/2019 0:00:00,17946,"TRUSERVICE COMMUNITY",6225,11/4/2017 0:00:00,2000,"Other","Cornerstone League Foundation","Program Grant"
24390,6/30/2019 0:00:00,17946,"TRUSERVICE COMMUNITY",6649,10/12/2018 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
24390,6/30/2019 0:00:00,17946,"TRUSERVICE COMMUNITY",6993,2/22/2018 0:00:00,10000,"Other","NCUA office of credit union resources and expansion","Program Grant"
24428,6/30/2019 0:00:00,15031,"WHITE COUNTY",4122,6/2/2014 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
24429,6/30/2019 0:00:00,17533,"VA HOSPITAL",4689,7/1/2015 0:00:00,500,"Other","CORNERSTONE CREDIT UNION LEAGUE FOUNDATION","Program Grant"
24429,6/30/2019 0:00:00,17533,"VA HOSPITAL",5549,12/12/2016 0:00:00,500,"Other","CORNERSTONE CREDIT UNION LEAGUE FOUNDATION","Program Grant"
24431,6/30/2019 0:00:00,17532,"COOPERATIVE EXTENSION SERVICE",5165,2/10/2016 0:00:00,4690,"National Credit Union Foundation",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",4846,11/6/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",4847,10/23/2015 0:00:00,500,"Association of Credit Union Leagues",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",5278,8/19/2016 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",5506,10/21/2016 0:00:00,900,"Association of Credit Union Leagues",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",6220,10/26/2017 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24432,6/30/2019 0:00:00,17980,"NATURAL STATE",6617,8/30/2018 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24433,6/30/2019 0:00:00,18992,"ARKANSAS TEACHERS",5897,4/6/2017 0:00:00,3000,"Association of Credit Union Leagues",,"Program Grant"
24433,6/30/2019 0:00:00,18992,"ARKANSAS TEACHERS",6913,4/6/2018 0:00:00,3000,"Association of Credit Union Leagues",,"Program Grant"
24435,6/30/2019 0:00:00,17679,"U.P. EMPLOYEES",5487,7/25/2016 0:00:00,3000,"Other","OSCUI","Program Grant"
24435,6/30/2019 0:00:00,17679,"U.P. EMPLOYEES",6451,5/1/2018 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
24440,6/30/2019 0:00:00,17905,"ENGINEERS",6452,5/22/2018 0:00:00,1500,"Other","CornerStone CU League","Program Grant"
24451,6/30/2019 0:00:00,21052,"SPOKANE MEDIA",5260,7/28/2016 0:00:00,15000,"Other","NCUA LID Grant","Program Grant"
24451,6/30/2019 0:00:00,21052,"SPOKANE MEDIA",6786,10/29/2018 0:00:00,2000,"Other","NCUA LID Grant","Program Grant"
24463,6/30/2019 0:00:00,25755,"BRENTWOOD BAPTIST CHURCH",2650,6/1/2014 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
24463,6/30/2019 0:00:00,25755,"BRENTWOOD BAPTIST CHURCH",5609,7/31/2016 0:00:00,2000,"Other","Student Intern","Program Grant"
24465,6/30/2019 0:00:00,22862,"GOVERNMENT EMPLOYEES",5182,6/27/2016 0:00:00,1251,"Other","Corner Credit Union Foundations","Program Grant"
24465,6/30/2019 0:00:00,22862,"GOVERNMENT EMPLOYEES",5801,5/31/2017 0:00:00,1450,"Other","Corner Credit Union Foundation","Program Grant"
24465,6/30/2019 0:00:00,22862,"GOVERNMENT EMPLOYEES",6501,6/18/2018 0:00:00,1636,"Other","Corner Credit Union Foundation","Program Grant"
24483,6/30/2019 0:00:00,25797,"EAST END FOOD COOPERATIVE",3661,11/1/2013 0:00:00,12500,"NCUA Technical Assistance Program",,"Program Grant"
24483,6/30/2019 0:00:00,25797,"EAST END FOOD COOPERATIVE",4172,8/26/2014 0:00:00,122000,"Community Development Financial Institutions Fund",,"Program Grant"
24483,6/30/2019 0:00:00,25797,"EAST END FOOD COOPERATIVE",5428,7/25/2016 0:00:00,4000,"NCUA Technical Assistance Program",,"Program Grant"
24483,6/30/2019 0:00:00,25797,"EAST END FOOD COOPERATIVE",6264,9/19/2017 0:00:00,109650,"Other","CDFI Fund","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",5453,9/7/2016 0:00:00,5000,"Other","Woodforest National Bank","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",5454,7/27/2016 0:00:00,300000,"Other","Opportunity Finance Network","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",5541,9/23/2016 0:00:00,25000,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",5542,4/15/2015 0:00:00,125000,"US Department of Agriculture",,"Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",5673,2/17/2017 0:00:00,2400000,"Other","NEIGHBORWORKS AMERICA PROJECT REINVEST","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6089,9/19/2017 0:00:00,916905,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6090,2/1/2017 0:00:00,500000,"Other","ARC Power Grant","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6393,3/16/2018 0:00:00,1000000,"Community Development Financial Institutions Fund",,"Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6394,12/4/2017 0:00:00,7500,"Other","Sisters of Loretto Special Needs Fund","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6395,10/10/2017 0:00:00,5000,"Other","Woodforest National Bank","Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6634,9/19/2018 0:00:00,1125000,"Community Development Financial Institutions Fund",,"Program Grant"
24495,6/30/2019 0:00:00,23964,"APPALACHIAN COMMUNITY",6641,10/11/2018 0:00:00,65000,"Other","ARC - Power Grant","Program Grant"
24523,6/30/2019 0:00:00,18531,"BLACKSTONE RIVER",4688,7/29/2015 0:00:00,10000,"Other","OSCUI","Program Grant"
24532,6/30/2019 0:00:00,26195,"COVENANT SAVINGS",825,9/5/2008 0:00:00,15000,"NCUA Technical Assistance Program",,"Not Collected"
24552,6/30/2019 0:00:00,14909,"NOBLE",7170,3/31/2019 0:00:00,65000,"Other","FHLBSF","Pass Through"
24560,6/30/2019 0:00:00,19820,"GREYLOCK",3087,10/22/2012 0:00:00,154270,"Other","Commonwealth Corporation","Program Grant"
24560,6/30/2019 0:00:00,19820,"GREYLOCK",5324,7/29/2016 0:00:00,7000,"Community Development Financial Institutions Fund",,"Program Grant"
24560,6/30/2019 0:00:00,19820,"GREYLOCK",5662,2/27/2017 0:00:00,10000,"Other","Massachusetts Dept. of Public Health","Program Grant"
24560,6/30/2019 0:00:00,19820,"GREYLOCK",6047,9/19/2017 0:00:00,686500,"Community Development Financial Institutions Fund",,"Pass Through"
24564,6/30/2019 0:00:00,20584,"HEALTHCARE SYSTEMS",6902,12/1/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24570,6/30/2019 0:00:00,22890,"HOUSTON METROPOLITAN",818,6/15/2011 0:00:00,5000,"Other","NCUA Office of Small CU Initiatives","Not Collected"
24570,6/30/2019 0:00:00,22890,"HOUSTON METROPOLITAN",5740,9/10/2015 0:00:00,1456250,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
24570,6/30/2019 0:00:00,22890,"HOUSTON METROPOLITAN",6118,9/19/2017 0:00:00,686500,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
24570,6/30/2019 0:00:00,22890,"HOUSTON METROPOLITAN",6715,9/19/2018 0:00:00,875000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",783,2/8/2011 0:00:00,6500,"NCUA Technical Assistance Program",,"Not Collected"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",784,6/30/2011 0:00:00,25000,"Other","City of Toledo","Not Collected"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",785,12/6/2011 0:00:00,6400,"NCUA Technical Assistance Program",,"Not Collected"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",1291,5/25/2012 0:00:00,24000,"Association of Credit Union Leagues",,"Not Collected"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",3349,6/6/2013 0:00:00,20000,"Association of Credit Union Leagues",,"Not Collected"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",4518,3/31/2015 0:00:00,1000,"Other","Filene Research","Program Grant"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",4779,9/15/2015 0:00:00,100000,"Other","HUD","Pass Through"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",4780,8/31/2015 0:00:00,5000,"Other","Fifth Third Bank","Capital- unrestricted donation to equity"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",4946,11/6/2015 0:00:00,100000,"Other","Lucas County","Pass Through"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",4947,10/30/2015 0:00:00,40000,"Other","Ohio Credit Union League","Pass Through"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",5431,7/1/2016 0:00:00,30000,"Other","City Of Toledo","Program Grant"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",6252,7/1/2017 0:00:00,30000,"Other","City Of Toledo","Program Grant"
24578,6/30/2019 0:00:00,26261,"TOLEDO URBAN",6959,7/1/2018 0:00:00,30000,"Other","City Of Toledo","Program Grant"
24579,6/30/2019 0:00:00,18420,"WAKOTA",4140,10/28/2014 0:00:00,1500,"Other","MN CU Foundation","Program Grant"
24579,6/30/2019 0:00:00,18420,"WAKOTA",5388,9/16/2016 0:00:00,1000,"Other","Filene Institute","Program Grant"
24579,6/30/2019 0:00:00,18420,"WAKOTA",5483,10/20/2016 0:00:00,1000,"Other","MN CU Foundation","Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",786,7/17/2009 0:00:00,5300,"NCUA Technical Assistance Program",,"Not Collected"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3108,12/31/2012 0:00:00,350,"NCUA Technical Assistance Program",,"Not Collected"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3634,7/17/2013 0:00:00,350,"NCUA Technical Assistance Program",,"Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",3779,3/28/2014 0:00:00,450,"NCUA Technical Assistance Program",,"Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",4120,9/30/2014 0:00:00,16250,"Other","ALABAMA ASSET BUILDING COALITION","Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",4400,3/31/2015 0:00:00,16250,"Other","ALABAMA ASSET BUILDING COALITION","Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",5465,7/25/2016 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
24583,6/30/2019 0:00:00,26273,"NRS COMMUNITY DEVELOPMENT",6167,8/30/2017 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",430,2/1/2009 0:00:00,40000,"Other","Empire State Development Corporation","Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",431,10/31/2011 0:00:00,90000,"Other","Empire State Development Corp","Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",432,12/31/2011 0:00:00,102297,"Other","Neighborhood Trust Financial Partners","Not Collected"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",2724,8/6/2012 0:00:00,550000,"Community Development Financial Institutions Fund",,"Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",3328,12/1/2012 0:00:00,47541,"Other","NYC Mayors Fund","Not Collected"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",5731,12/29/2016 0:00:00,100000,"National Federation of Community Development CUs",,"Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",5732,11/1/2015 0:00:00,60000,"Other","NYS - Empire State Development","Program Grant"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",5733,11/30/2012 0:00:00,60000,"Other","NYS - Empire State Development","Capital- unrestricted donation to equity"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",6306,11/16/2017 0:00:00,60000,"Other","NYS - Empire State Development","Capital- unrestricted donation to equity"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",6307,9/19/2017 0:00:00,894713,"Community Development Financial Institutions Fund",,"Capital- unrestricted donation to equity"
24589,6/30/2019 0:00:00,26285,"NEIGHBORHOOD TRUST",6952,11/23/2018 0:00:00,60000,"Other","NYS - Empire State Development","Capital- unrestricted donation to equity"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",826,4/14/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",827,6/22/2010 0:00:00,1000,"Association of Credit Union Leagues",,"Not Collected"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",1264,5/30/2012 0:00:00,764,"Association of Credit Union Leagues",,"Not Collected"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",2391,7/24/2012 0:00:00,500,"Other","FORT WORTH CHAPTER OF CU","Not Collected"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3332,6/4/2013 0:00:00,963,"Association of Credit Union Leagues",,"Program Grant"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",3536,9/22/2013 0:00:00,750,"Other","FT Worth Chapter of CUs","Program Grant"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",4102,6/1/2014 0:00:00,1711,"Other","Cornerstone CU League","Program Grant"
24605,6/30/2019 0:00:00,26314,"MOUNT OLIVE BAPTIST CHURCH",4103,6/1/2014 0:00:00,750,"Other","FT WORTH CU CHAPTER","Program Grant"
24606,6/30/2019 0:00:00,22302,"GREAT NORTHWEST",4077,8/1/2014 0:00:00,6000,"Other","NCUA-OSCUI","Program Grant"
24606,6/30/2019 0:00:00,22302,"GREAT NORTHWEST",4742,8/1/2015 0:00:00,6300,"Other","ncua-OSCUI","Program Grant"
24623,6/30/2019 0:00:00,26339,"BROOKLAND",4032,7/1/2014 0:00:00,10500,"Other","NCUA OSCUI","Program Grant"
24623,6/30/2019 0:00:00,26339,"BROOKLAND",4033,3/31/2014 0:00:00,4000,"Other","NCUA OSCUI","Program Grant"
24627,6/30/2019 0:00:00,15237,"1ST COOPERATIVE",538,8/25/2010 0:00:00,4480,"NCUA Technical Assistance Program",,"Not Collected"
24629,6/30/2019 0:00:00,24004,"TRUST",4118,8/1/2014 0:00:00,2500,"Other","NCUA - OSCUI","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",433,6/29/2009 0:00:00,1150000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",434,9/29/2009 0:00:00,29000,"National Credit Union Foundation",,"Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",435,10/26/2009 0:00:00,170000,"Other","EMPIRE STATE DEVELOPMENT CORPORATION","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",436,5/1/2010 0:00:00,79300,"Other","New York State DHCR","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",437,8/1/2010 0:00:00,50000,"Other","Make the Road New York","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",438,10/19/2010 0:00:00,11395,"NCUA Technical Assistance Program",,"Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",439,11/29/2010 0:00:00,15000,"Other","Capital One","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",440,6/3/2011 0:00:00,50000,"Other","CitiFoundation","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",441,9/29/2011 0:00:00,1500000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",442,11/1/2011 0:00:00,150000,"Other","Empire State Development Corporation","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",443,11/15/2011 0:00:00,5000,"Other","Mizuho Bank Foundation","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",444,11/15/2011 0:00:00,10000,"Other","Bank of Tokyo Mitsubishi Foundation","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",445,12/15/2011 0:00:00,10000,"Other","Capital One Bank","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",446,12/15/2011 0:00:00,50000,"Other","Citifoundation","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",447,12/27/2011 0:00:00,90000,"Other","NYCfNAC","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",1553,5/16/2012 0:00:00,26000,"Other","CFED","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",2086,8/6/2012 0:00:00,964000,"Community Development Financial Institutions Fund",,"Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",3099,11/30/2012 0:00:00,20000,"Other","Capital One","Not Collected"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",3586,12/1/2013 0:00:00,20000,"Other","Capital One","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",3587,10/15/2013 0:00:00,60000,"Other","Empire State Development Corporation","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",3700,4/9/2014 0:00:00,80000,"Other","Empire State Development Corporation","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",3701,2/10/2014 0:00:00,10000,"Other","BTMU Foundation","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",4181,11/10/2014 0:00:00,60000,"Other","Empire State Development","Program Grant"
24642,6/30/2019 0:00:00,26353,"BROOKLYN COOPERATIVE",4182,11/1/2014 0:00:00,15000,"Other","Capital One","Program Grant"
