"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","MemberAfricanAmerican","MemberHispanicAmerican","MemberNativeAmerican","EligibleAsianAmerican","EligibleAfricanAmerican","EligibleHispanicAmerican","EligibleNativeAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z"
19508,6/30/2019 0:00:00,10304,"Jennings","4196751730","4196744998","Jennings","Wilcox",,"",,,,,,,,,,,"Matthew","T","Matthew",,"Richard",,,,"http://www.questfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Jennings","Matthew",,"1","1","1","1","1","0","1","1","0","0","0","0","1","0","1","0","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","1",,,
19510,6/30/2019 0:00:00,10305,"Trickett","7176449972","7172722210","Pastal","Rau",,"",,,,,,,,,,,"Jeffery","A","Christopher",,"Walter","F",,,"https://lebanonfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Pastal","Christopher",,"1","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","1","0","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
19514,6/30/2019 0:00:00,10309,"Mather","3014950764","3015881861","MATHER","Edmonds",,"",,,,,,,,,,,"Thomas","H","THOMAS",,"Andrea","M",,,"http://hemafcu.org",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","MATHER","THOMAS",,"0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19522,6/30/2019 0:00:00,10313,"Cate","5035138770","5032156090","Pillars","Savage",,"",,,,,,,,,,,"Shirley",,"Tiffany",,"Mary",,,,"http://www.providencecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Pillars","Tiffany",,"0","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","1","0","1","0","1","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
19538,6/30/2019 0:00:00,10323,"Goode","6623438789","6623438793","Goode","Gaudet",,"",,,,,,,,,,,"Renelda",,"Renelda",,"Karen",,,,"http://ampotfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Goode","Renelda",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19541,6/30/2019 0:00:00,10325,"Beiler","5404330108","5404346444","Martin","Hostetter",,"",,,,,,,,,,,"John","D","Pamela",,"Jill",,,,"http://www.pvfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","0","1","0",,,,,,,,,,,,,"0","Martin","Pamela",,"0","1","1","1","1","0","1","1","0","0","0","0","1","1","1","1","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkley Regional Insurance Company","0","0","0","0","0","0","0","0","0","0","0","1",,,
19552,6/30/2019 0:00:00,10332,"Simpson","7705031865","7705031765","Walker","Owen",,"",,,,,,,,,,,"Robin",,"Kelley",,"Danny","J",,,"http://www.LanierFCU.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Walker","Kelley",,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","1","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19567,6/30/2019 0:00:00,10343,"Lynch","5756276530","5756220560","Odom","LIEDTKE",,"",,,,,,,,,,,"Barrett","T","Angie",,"DOUG",,,,"http://www.thefloristfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","1","0","0","1","1","0","1","1","0","1","0","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"1","Odom","Angie",,"0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","0","1","1","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19593,6/30/2019 0:00:00,10357,"Pianalto","9184941832","9184941810","Pianalto","Lott",,"",,,,,,,,,,,"Jerry","L","Jerry",,"Patrice",,,,"http://www.sffcutulsa.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Pianalto","Jerry",,"0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19605,6/30/2019 0:00:00,10361,"Morin","3862260431","3865063040","FAHSELT","Monroe",,"",,,,,,,,,,,"Russell","J","PATTI",,"Robert",,,,"http://www.financialedufcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","0","0","0",,,,,,,,,,,,,"0","FAHSELT","PATTI",,"0","0","1","0","1","0","1","0","1","0","0","0","1","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","1","1","1","1","1","1","0","0","0","1","0","1","1","0","0","0","0","1","0","1","1","1","1","1","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Berkley Regional Insurance Company","0","0","0","0","0","0","0","0","0","0","0","1",,,
19608,6/30/2019 0:00:00,10364,"Wadsworth","5097836166","5097358331","Wadsworth","Edwards",,"",,,,,,,,,,,"Douglas","G","Doug",,"Anthony","E",,,"http://www.tri-cu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"0","Wadsworth","Doug",,"1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","1","1","1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","1","1","0","0","0","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
19619,6/30/2019 0:00:00,10374,"Grant","8436623809","8436627015","Grant","Wright",,"",,,,,,,,,,,"Lillian","D","Lillian",,"Betty","J",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Grant","Lillian",,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","0","0",,,
19655,6/30/2019 0:00:00,10397,"Clouse","8143712152","8143714817","Clouse","Adams",,"",,,,,,,,,,,"Alan",,"Alan",,"Mark",,,,"http://www.priorityfirstfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Clouse","Alan",,"1","0","1","0","1","0","1","1","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
19665,6/30/2019 0:00:00,10403,"Michel","2034262684","2034265861","Michel","Reed",,"",,,,,,,,,,,"Pamela","J","Pamela",,"Deborah",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Michel","Pamela",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5618",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19668,6/30/2019 0:00:00,10405,"Whipp","4108698293","4438443242","Whipp","Coakley",,"",,,,,,,,,,,"James","M","James",,"Paul",,,,"http://www.fivestarfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"1","0","0","0",,,,,,,,,,,,,"0","Whipp","James",,"0","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","1","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
19678,6/30/2019 0:00:00,10410,"Parker","5135292523","5135292739","PARKER","Skillings",,"",,,,,,,,,,,"Richard","A","RICK",,"John",,,,"http://www.muccu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","PARKER","RICK",,"1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","1","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
19700,6/30/2019 0:00:00,10423,"CROSS","9313728481","9315289400","CROSS","Allen",,"",,,,,,,,,,,"HOLLY",,"HOLLY",,"Wayne",,,,"http://midtenfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","CROSS","HOLLY",,"0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
19708,6/30/2019 0:00:00,10428,"LENAWAY","8157537405","8157531911","Lenaway","REYNOLDS",,"",,,,,,,,,,,"MARK","M","Mark",,"JEFF",,,,"http://www.niucreditunion.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Lenaway","Mark",,"0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","1",,,
19723,6/30/2019 0:00:00,10437,"Cobb","4196624522","4196623993","ASH","STULLER",,"",,,,,,,,,,,"Amy","L","KIMBERLY",,"JEFFREY","A",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","ASH","KIMBERLY",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19732,6/30/2019 0:00:00,10442,"Parsons","4063633354","4063634631","Parsons","Williams",,"",,,,,,,,,,,"Darci",,"Darci",,"Ray",,,,"http://ravallicountyfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"0","Parsons","Darci",,"1","0","1","1","1","0","0","1","0","0","0","0","1","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","1","1","1","1","1","1","1","0","0","1","1","1","1","0","0","1","1","1","0","1","0","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
19739,6/30/2019 0:00:00,10447,"HILLER","3234604518","3234635137","HILLER","Bunikiewicz",,"",,,,,,,,,,,"CHRISTOPHER","J","CHRISTOPHER",,"Peter",,,,"http://WWW.POLAM.ORG",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"1","0","0","0",,,,,,,,,,,,,"0","HILLER","CHRISTOPHER",,"0","1","1","1","1","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19741,6/30/2019 0:00:00,10448,"COMPTON","9035837851","9035834326","Titsworth","MANHART",,"",,,,,,,,,,,"PAMELA","D","Laurie",,"DON",,,,"https://www.fanninteachersfcu.com",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Titsworth","Laurie",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19744,6/30/2019 0:00:00,10450,"Bobbie","5704434229","5704434229","Bobbie","Robinson",,"",,,,,,,,,,,"Janet","M","Janet",,"Mary",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Bobbie","Janet",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19745,6/30/2019 0:00:00,10451,"Garris","7245451899","7245488722","Garris","Robinson",,"",,,,,,,,,,,"Sandra",,"Sandra",,"James",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","1","1","0","0","0","0","1","0","0","1","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Garris","Sandra",,"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19774,6/30/2019 0:00:00,10469,"GALLIVAN","7169343685","7169343111","Gallivan","ZETS",,"",,,,,,,,,,,"EDWARD","C","Edward",,"RICHARD","G",,,"http://WWW.NCFEDCU.COM",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Gallivan","Edward",,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19775,6/30/2019 0:00:00,10470,"Wilson","9146642067","9146641838","wilson",,,"",,,,,,,,,,,"Cheron",,"cheron",,,,,,"http://www.gcfcu-creditunion.com/pa",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","wilson","cheron",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","1","0","0","0",,,
19788,6/30/2019 0:00:00,10477,"Beringer","7044358061","7044350186","Cash","Irvin",,"",,,,,,,,,,,"Donna",,"Chad",,"Patsy",,,,"http://www.carolinafcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Cash","Chad",,"1","0","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","0","1","0","0","1","1","1","1","1","0","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","","","","","","","","","","","","","","","","","","","","","1"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
19826,6/30/2019 0:00:00,10501,"ONUORAH","9195468325","9195468440","Onuorah","CARTER",,"",,,,,,,,,,,"NNAMDI","I","Nnamdi",,"ALFONZA",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","Onuorah","Nnamdi",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","0","1","0","0","0","1","0","0","0","0",,,
19853,6/30/2019 0:00:00,10518,"Walter","5024298508","5024294955","Voyles","Eskridge",,"",,,,,,,,,,,"Heather","D","Joel",,"William",,,,"http://www.jcfcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"1","0","1","Cleared Check Images-Tax Summaries-",,,,,,,,,,,,,"0","Voyles","Joel",,"1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
